index	sentence	check	triplet
4822	강관 이음부에서 강관 벽의 상대적 유연성의 차이로 인하여, 용접선을 따라 하중전달의 비균일성은 용접부에 비례하여 고려해야 한다.	0	
4823	띠장의 최대 휨모멘트는 다음 식과 같다.	0	
4824	확대머리 전단스터드에서 확대머리의 지름은 전단스터드 지름의 배 이상이어야 한다.	0	
4825	탄성 2차 해석을 위한 구조물 부재의 단면 특성으로 다음 값을 사용할 수 있다.	0	
4826	후프철근이 필요한 곳에서 후프철근으로 감싸인 축방향 철근은 KDS 14 20 50(4.4.2(3)③)에 따라 횡방향으로 지지되어야 한다.	0	
4827	설계할 때는 쉘의 안정성에 대하여 검토하여야 한다.	0	
4828	구조물 또는 부재의 안전이 의문스러운 경우, 해당 구조물 및 부재에 대하여 충분한 조사와 시험이 실시되어야 한다.	0	
4829	다만, 강도에 영향을 주지 않는 경미한 녹은 허용할 수 있다.	0	
4830	식 (4.3-109) 또는 식 (4.3-110)을 만족하지 않는 경우에는 2차 탄성해석으로 압축플랜지 횡방향 휨응력을 구해야 한다.	0	
4831	단순접합부는 구조해석 시에 회전이 구속되지 않은 것으로 가정한다.	0	
4832	이외에도 접합부는 지진력을 받는 구조물의 횡방향 안정성을 확보할 수 있도록 그 접합부가 사용되는 특정 시스템에 근거하여 4.2.3에서 4.2.12까지의 요구사항을 만족해야 한다.	1	['접합부는', '요구사항을', '만족해야 한다.']
4833	이때 띠철근의 수직간격은 벽체두께 이하로 하여야 하며, 수직철근이 압축력을 받는 철근이 아닌 경우에는 횡방향 띠철근을 설치할 필요가 없다.	0	
4834	해당 설계기준에 규정된 강도한계상태 하중조합을 적용해야 한다.	0	
4835	콘크리트의 화학적 침식에 대한 내구성을 평가하기 위해 부록 식 (4.5-1)과 같이 침식속도계수를 평가할 수 있다.	0	
4836	강재의 강도는 표 4.8-5의 설계강도를 표준으로 한다.	1	['강도는', '설계강도를', '한다.']
4837	단부 경간에서는 전체 정적 계수휨모멘트를 표 4.1-1에 따라 분배하여야 한다.	0	
4838	단면의 회전, 변위 및 뒴에 저항할 수 있도록 각 지점부에는 박스거더 단면내부에 다이아프램이나 수직가새를 설치하고, 박스거더로부터 받침부로 비틀림모멘트나 횡방향 하중을 전달할 수 있도록 설계해야 한다.	0	
4839	기계적이음은 철근의 설계기준항복강도의 125% 이상을 발휘할 수 있는 기계적이음이어야 한다.	0	
4840	보강재를 웨브에 용접하는 경우, 보강재 단부에 작용하는 인장력의 차이 만큼을 웨브에 전달할 수 있도록 설계한다.	0	
4841	접합면에서 정 휨강도는 부 휨강도의 1/3 이상이 되어야 한다.	0	
4842	구조 부재는 사용하중에 대해서 충분한 기능을 확보할 수 있도록 이 기준의 다른 모든 규정에도 적합하여야 한다.	0	
4843	지진지진시에 대해서는 구조물의 종류, 제반 특성, 용도, 규모, 입지조건, 관련구조물 및 지반의 지진피해 경험 등을 고려하여 적합한 내진설계법을 적용하여 구조물의 안전성을 검토하여야 한다.	0	
4844	횡하중을 받는 연직말뚝 만으로 구성된 군말뚝의 경우, 말뚝의 구조해석 시 말뚝-흙-말뚝 상호작용으로 알려진 군말뚝 효과를 반드시 고려해야 한다.	0	
4845	시공 시의 검토말뚝은 시공 시와 시공오차에 따른 응력(기성말뚝의 경우 운반 및 타설 과정에서 발생될 수 있는 응력)에 대하여 안전하여야 한다.	0	
4846	프리캐스트콘크리트 세그멘탈 교량의 복부에 두는 전단키는 복부 두께만큼의 구간에 두어야 한다.	0	
4847	덮개판은 이론적인 덮개판의 끝단보다 다음 조건들을 만족하도록 연장해야 한다.	0	
4848	(2)의 규정과 다른 하중 조건인 경우, 슬래브 판의 경간 중앙부의 최대 정계수휨모멘트는 전체 계수활하중의 3/4이 그 슬래브 판과 한 경간씩 건너 슬래브 판에 작용할 때 일어난다고 가정할 수 있다.	0	
4849	상기 (4)④의 규정과 일치되지 않고 구조적 적합성이 의심스러울 때 책임구조기술자는 구조물의 의심스러운 부분에 대해서 KDS 14 20 90의 규정에 따라 구조물의 재하시험을 지시하거나 기타 적당한 조치를 취하여야 한다.	0	
4850	구조용 강재는 표 3.1-1에 나타낸 한국산업표준(이하 ‘KS’라 한다)에 적합한 것을 사용한다.	1	['강재는', '것을', '사용한다.']
4851	공칭압축강도는 비틀림좌굴과 휨비틀림좌굴에 대한 한계상태에 기초하여 다음과 같이 산정한다.	0	
4852	주관에 지관을 용접하여 만든 강관 트러스인 경우, 적용범위 이내의 편심은 접합설계에 편심으로 인한 휨모멘트의 고려없이 허용할 수 있다.	0	
4853	구조용 무근콘크리트 부재는 하중계수와 강도감소계수를 사용하여 이 설계기준의 규정에 따른 적절한 강도를 발휘할 수 있도록 설계하여야 한다.	0	
4854	콘크리트 심부를 구조용 강재로 둘러싸는 합성부재에서 구조용 강재의 두께는 다음 값 이상이어야 한다.	0	
4855	전단강도는 부재에 작용하는 인장응력과 압축응력의 효과, 철근항복과 콘크리트의 압축파괴를 고려하여 결정하여야 한다.	0	
4856	또한 연결재의 수평전단력방향 간격은 지지 요소의 최소 치수의 4배, 또한 600mm 이하이어야 한다.	0	
4857	부록은 휨모멘트가 작용하는 부재의 설계휨강도, 축력이 작용하는 부재의 설계축강도, 휨모멘트와 축력이 동시에 작용하는 부재의 설계축-휨강도를 결정하는 별도의 해석법을 규정한다.	1	['부록은', '해석법을', '규정한다.']
4858	그리고 최대 계수휨모멘트는 4.4의 규정에 따른 장주효과를 고려하여 증대되어야 한다.	0	
4859	콘크리트의 인장강도는 KDS 14 20 60(4.2.1)의 규정에 해당하는 경우를 제외하고는 철근콘크리트 부재 단면의 축강도와 휨강도 계산에서 무시할 수 있다.	1	['인장강도는', '경우를', '제외하고는']
4860	②의 경우, 인장플랜지에 구멍이 있는 위치에서의 공칭휨강도는 다음의 값을 초과할 수 없다.	1	['공칭휨강도는', '값을', '초과할']
4861	계산에 사용한 경간의 3/4 이상이 기둥이나 벽체로 지지되는 경우, 부모멘트는 균등하게 분포한다고 간주할 수 있다.	0	
4862	막응력과 휨모멘트를 받는 쉘 슬래브의 강도설계는 탄성해석이나 비탄성해석에 의해 얻어진 응력과 변형률의 값에 근거하여야 한다.	0	
4863	결과의 일관성을 확인하기 위하여 내력과 외력에 대한 평형이 확인되어야 한다.	0	
4864	건축물의 실제 상태에 따라 토압, 수압, 진동 등에 의한 외력, 수축 및 크리프의 영향을 고려해야 한다.	0	
4865	필요한 경우, 사용성 측면에서 균열, 진동 및 주행편의성 등에 대하여 검토한다.	0	
4866	송전용 철탑의 하중조합과 허용응력 보정계수송전용 철탑의 설계에서 고려하는 하중조합과 이에 대해 적용하는 허용응력 보정계수는 표 4.2-2와 같다.	0	
4867	모든 프리캐스트콘크리트 부재나 구조요소에는 설치될 위치와 제작날짜를 표시하여야 한다.	0	
4868	부재 비지지길이에 걸쳐 단면이 불균일한 경우, 비지지길이 내에서 균일부재로 간주하고 식(A.3.3-1), 식(A.3.3-2), 또는 식(A.3.3-3)으로부터 구한 비지지길이 내의 횡비틀림좌굴강도 중 가장 작은 값으로 한다.	0	
4869	책임구조기술자가 승인하지 않으면, 기둥 웨브와 기둥 플랜지의 교차점에 인접한 용접단부에서의 연속판 용접에 엔드탭을 사용할 수 없다.	0	
4870	또한 4.5.4(1)③에 따른 횡방향 철근은 벽체 최외단부를 감싸는 폐쇄형 후프 형태로서, 경계요소 설치구간을 넘어 벽체복부 안으로 철근의 정착길이만큼 연장된 U형 스터럽과 연결철근으로 구성할 수 있다.	1	['철근은', '최외단부를', '감싸는']
4871	기초판-기둥 접합부의 경우에는 기둥면에서 0.75 내에 재하되는 등분포 지반력의 영향을 무시할 수 있다.	0	
4872	스터럽과 띠철근용 표준갈고리의 내면 반지름은 다음 규정을 따라야 한다.	1	['반지름은', '규정을', '따라야 한다.']
4873	단속긴결재 사이의 가새세장비는 조립가새 부재의 지배세장비의 0.4배 이하이어야 한다.	0	
4874	그리고 강재 데크가 주부재에 의해 직접 지지되는 경우 보조부재로 간주한다.	0	
4875	부모멘트부 합성단면의 경우 B.2.2의 규정에 따라 구한다.	0	
4876	데크플레이트의 공칭골깊이는 75mm 이하이어야 한다.	0	
4877	부모멘트를 받는 비합성단면의 경우 강재의 휨응력을 구할 때 강재단면만 유효한 것으로 본다.	0	
4878	양 방향의 주열대가 겹치는 부분은 어느 쪽의 경간에서나 주열대 폭의 1/8 이상이 개구부에 의해 절단되지 않아야 한다.	0	
4879	횡방향 철근은 T형보의 내민 플랜지를 캔틸레버로 보고 그 플랜지에 작용하는 계수하중에 대하여 설계하여야 한다.	1	['철근은', '플랜지를', '보고']
4880	식(4.3-41)∼식(4.3-44)까지의 위의 규정 대신에 다른 합리적인 방법도 허용한다.	0	
4881	비보강 웨브의 공칭전단강도는 다음과 같이 구한다.	0	
4882	합성부재에서는 활하중을 저항하는 단면을 사용하여 주인장응력을 계산하여야 한다.	0	
4883	띠장은 버팀대를 지점으로 한 단순보에 버팀대설치점 반력이 등분포하중으로 작용한다고 가정하고 설계한다.	0	
4884	추가적인 계수는 구조물의 안정성에 영향을 미치는 모든 부재의 휨강성에 적용되어야 한다.	0	
4885	기둥의 하단이 벽체 위에서 끝나게 되는 경우 (1), (2), (3)에 의한 횡방향 철근은 기둥이 끝나는 점에서 최대 축방향 철근의 정착구간까지 벽체 속으로 배치되어야 하고, 기둥이 일반 기초나 전면기초 위에 끝날 경우는 (1), (2), (3)의 규정에 의해 결정되는 횡방향 철근은 일반 기초나 전면기초 내 최소한 300mm의 구간까지 배치되어야 한다.	0	
4886	D35를 초과하는 철근은 겹침이음을 할 수 없다.	1	['철근은', '겹침이음을', '할']
4887	길이방향 전단력이 직접부착강도에 의한 설계전단강도를 초과할 경우에는 (1) 또는 (2)에 의한 힘의 전달기구를 사용하여야 한다.	1	['전단력이', '설계전단강도를', '초과할']
4888	인장 또는 전단과 인장의 조합력을 받는 스터드 전단연결재의 길이는 몸체직경 8배 이상으로 한다.	0	
4889	이러한 기둥은 이 조항에서 수정되는 사항을 제외하고 KDS 14 31 10(4.2)의 요구사항을 만족하도록 설계해야 한다.	0	
4890	설계불균형휨강도는 식(4.11-14)와 같이 위험단면을 구성하는 전면, 후면, 측면의 3개 모멘트 성분의 합으로 계산한다.	0	
4891	다발철근은 다음의 규정에 따라야 한다.	0	
4892	다만, 상기 ②와 ③에서 첫 번째 띠철근 또는 스터럽은 갈고리의 구부러진 부분 바깥면부터 2 이내에서 갈고리의 구부러진 부분을 둘러싸야 한다.	1	['스터럽은', '부분을', '둘러싸야 한다.']
4893	형 접합에서 지강관의 설계강도는 간격접합과 겹침접합에 관한 주강관 소성화의 한계상태와 간격접합에 관한 전단항복(뚫림)의 한계상태에 따라 얻어진 값 중에서 작은 값으로 한다.	0	
4894	매입형 합성기둥의 설계인장강도는 항복한계상태로부터 다음과 같이 구하며 강도저항계수를 적용한다.	1	['설계인장강도는', '강도저항계수를', '적용한다.']
4895	단일 앵커 또는 앵커 그룹의 공칭강도는 종합적인 실험 결과를 실질적으로 예측할 수 있는 설계 모델에 의하여야 하며, 실험에서 사용되는 재료는 구조물의 재료와 일치하여야 한다.	0	
4896	이와 같은 부재는 경사형, 계단형 또는 변단면 기초판, 브래킷, 깊은보 또는 인장철근이 압축면에 평행하지 않는 부재들이다.	0	
4897	접합부 또는 기둥머리 바깥에 있는 기둥의 단면2차모멘트는 콘크리트 단면 전체에 대하여 산정하여야 한다.	0	
4898	단, 플랜지 단면에 하중을 전달하는 부재의 폭이 플랜지 폭의 0.15배 이하이면 식(4.5-47)의 검토는 필요하지 않다.	0	
4899	이러한 철근은 기둥이나 기둥전단머리 면을 지나 KDS 14 20 52(4.1.2(1))에서 규정한 정착길이 이상을 확보하여야 한다.	1	['철근은', '이상을', '확보하여야 한다.']
4900	현장치기콘크리트 공사에서 핀접합이나 로커접합이 적용되는 경우에는 4.2.3.1과 4.2.3.3에 따라야 한다.	0	
4901	위험단면에서는 의도한 소성기구가 형성되기에 충분하도록 연성을 확보하여야 한다.	1	['위험단면에서는', '연성을', '한다.']
4902	경량콘크리트의 설계기준압축강도는 35MPa을 초과할 수 없다.	1	['설계기준압축강도는', '35MPa을', '초과할']
